Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
740,48,Wife,Service,"  132,000 ","  19,476 ",Yearly,"  540,000 ",Married,Medical,13,10,Hooghly,West Bengal,712250,Traditional,Bancassurance,1,29-04-2021,-,-,Cancellation,Other Reason,Misrepresentation
741,45,Son,Service,"  120,000 ","  16,442 ",Yearly,"  400,000 ",Married,Non Medical,15,10,GAYA,Bihar,824235,Traditional,Bancassurance,1,24-12-2021,-,-,Cancellation,Other Reason,Misrepresentation
742,43,Wife,Service,"  400,000 ","  25,310 ",Yearly,"  600,000 ",Married,Non Medical,20,10,Nowgong,Assam,782429,Traditional,Bancassurance,1,08-03-2022,-,-,Cancellation,Other Reason,Misrepresentation
743,36,Wife,Business,"  335,000 ","  20,525 ",Yearly,"  240,000 ",Married,Non Medical,20,10,MURSHIDABAD,West Bengal,742148,Traditional,Retail Agency,,12-09-2022,-,-,Cancellation,Other Reason,Misrepresentation
744,46,Wife,Agriculturist,"  115,000 ","  19,447 ",Yearly,"  240,000 ",Married,Non Medical,12,10,NALGONDA,Telangana,508377,Traditional,Bancassurance,2,20-09-2022,-,-,Cancellation,Other Reason,Misrepresentation
745,49,Wife,Business,"  225,000 ","  23,729 ",Half yearly,"  215,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731224,Traditional,Retail Agency,,24-11-2022,-,-,Cancellation,Other Reason,Misrepresentation
746,45,Son,Business,"  1,000,000 ","  64,069 ",Yearly,"  300,001 ",Married,Non Medical,20,10,CHITTORGARH,Rajasthan,312601,Traditional,Retail Agency,,28-11-2022,-,-,Cancellation,Other Reason,Misrepresentation
747,49,Son,Agriculturist,"  165,000 ","  26,229 ",Yearly,"  180,000 ",Married,Non Medical,15,10,Chittorgarh,Rajasthan,312207,Traditional,Retail Agency,,24-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
748,39,Son,Business,"  200,000 ","  13,019 ",Yearly,"  235,000 ",Married,Non Medical,20,10,BIRBHUM,West Bengal,731238,Traditional,Retail Agency,,06-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
749,47,Son,Business,"  250,000 ","  25,859 ",Half yearly,"  245,000 ",Married,Non Medical,15,10,Birbhum,West Bengal,731224,Traditional,Retail Agency,,06-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
750,37,Wife,Business,"  450,000 ","  28,218 ",Half yearly,"  238,000 ",Married,Non Medical,20,10,BIRBHUM,West Bengal,731237,Traditional,Retail Agency,,17-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
751,49,Wife,Service,"  718,000 ","  120,050 ",Yearly,"  624,000 ",Married,Non Medical,12,10,SOUTH 24 PARGANAS,West Bengal,700104,Traditional,Bancassurance,1,17-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
752,49,Wife,Agriculturist,"  174,000 ","  30,078 ",Yearly,"  360,000 ",Married,Non Medical,12,10,NIZAMABAD,Telangana,503123,Traditional,Bancassurance,8,22-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
753,46,Wife,Service,"  300,000 ","  29,353 ",Yearly,"  480,000 ",Married,Non Medical,15,10,NALBARI,Assam,781334,Traditional,Bancassurance,1,25-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
754,47,Wife,Service,"  360,000 ","  52,589 ",Yearly,"  540,000 ",Married,Non Medical,12,10,ALIGARH,Uttar Pradesh,202002,Traditional,Bancassurance,1,25-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
755,49,Son,Housewife,"  475,000 ","  79,916 ",Yearly,"  360,000 ",Married,Non Medical,12,10,Bijnor,Uttar Pradesh,246727,Traditional,Bancassurance,1,25-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
756,46,Wife,Agriculturist,"  205,000 ","  30,681 ",Yearly,"  300,000 ",Married,Non Medical,12,10,Palamau,Jharkhand,822123,Traditional,Bancassurance,4,16-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
757,60,Wife,Business,"  1,000,000 ","  16,217 ",Yearly,"  1,260,000 ",Married,Non Medical,15,10,BALASORE,Odisha,756032,Health,Retail Agency,,24-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
758,55,Son,Service,"  1,000,000 ","  5,885 ",Yearly,"  840,000 ",Married,Non Medical,5,10,Nowgong,Assam,782122,Health,Retail Agency,,04-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
759,36,Wife,Business,"  5,000,000 ","  14,576 ",Yearly,"  300,000 ",Married,Medical,15,10,Sitapur,Uttar Pradesh,261001,Traditional,Institutional Alliance,,31-07-2020,06-07-2022,11-10-2022,Cancellation,Other Reason,Misrepresentation
760,44,Wife,Service,"  3,000,000 ","  30,908 ",Yearly,"  1,200,000 ",Married,Medical,30,10,SOUTH TRIPURA,Tripura,799013,Traditional,Retail Agency,,28-10-2020,07-10-2022,02-12-2022,Cancellation,Other Reason,Misrepresentation
761,48,Wife,Service,"  2,100,000 ","  20,525 ",Yearly,"  540,000 ",Married,Medical,15,10,Hooghly,West Bengal,712250,Traditional,Bancassurance,1,29-04-2021,-,-,Cancellation,Other Reason,Misrepresentation
762,43,Husband,Service,"  5,000,000 ","  23,133 ",Half yearly,"  840,000 ",Married,Medical,20,10,Kaithal,Haryana,136035,Traditional,Retail Agency,,23-07-2021,11-05-2022,28-09-2022,Cancellation,Other Reason,Misrepresentation
763,56,Wife,Service,"  2,000,000 ","  39,950 ",Yearly,"  1,200,000 ",Married,Medical,15,10,Dibrugarh,Assam,786613,Traditional,Bancassurance,1,15-09-2021,04-01-2022,16-12-2022,Cancellation,Other Reason,Misrepresentation
764,53,Wife,Service,"  2,000,000 ","  30,727 ",Yearly,"  400,000 ",Married,Medical,15,10,Darbhanga,Bihar,847201,Traditional,Bancassurance,1,04-09-2021,-,-,Cancellation,Other Reason,Misrepresentation
765,53,Son,Service,"  2,000,000 ","  36,684 ",Yearly,"  350,000 ",Married,Medical,20,10,MIDNAPUR,West Bengal,721137,Traditional,Institutional Alliance,,22-10-2021,28-02-2023,24-03-2023,Cancellation,Other Reason,Misrepresentation
766,45,Son,Service,"  2,100,000 ","  15,485 ",Yearly,"  400,000 ",Married,Non Medical,15,10,GAYA,Bihar,824235,Traditional,Bancassurance,1,24-12-2021,-,-,Cancellation,Other Reason,Misrepresentation
767,59,Wife,Service,"  2,500,000 ","  52,062 ",Yearly,"  660,000 ",Married,Medical,10,10,RATLAM,Madhya Pradesh,457001,Traditional,Retail Agency,,07-01-2022,28-11-2022,01-03-2023,Cancellation,Other Reason,Misrepresentation
768,52,Wife,Service,"  2,000,000 ","  23,048 ",Yearly,"  1,200,000 ",Married,Medical,10,10,MUNGER,Bihar,811202,Traditional,Retail Agency,,25-04-2022,18-08-2022,22-09-2022,Cancellation,Other Reason,Misrepresentation
769,53,Wife,Business,"  480,000 ","  48,000 ",Monthly,"  360,000 ",Married,Non Medical,10,10,CUTTACK,Odisha,754022,ULIP,Retail Agency,,23-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
770,46,Wife,Service,"  600,000 ","  60,000 ",Monthly,"  600,000 ",Married,Non Medical,10,10,Dantewada,Chhattisgarh,494553,ULIP,Retail Agency,,31-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
771,48,Daughter,Service,"  300,000 ","  52,250 ",Yearly,"  600,000 ",Married,Non Medical,12,10,New Delhi,Delhi,110019,Traditional,Bancassurance,1,20-07-2021,-,-,Cancellation,Other Reason,Misrepresentation
772,39,Son,Service,"  840,000 ","  104,500 ",Yearly,"  700,000 ",Married,Non Medical,15,10,RAIPUR,Chhattisgarh,492001,Traditional,Bancassurance,1,30-08-2021,-,-,Cancellation,Other Reason,Misrepresentation
773,54,Wife,Service,"  270,000 ","  52,250 ",Yearly,"  1,320,000 ",Married,Non Medical,12,10,-,-,-,Traditional,Bancassurance,1,03-12-2021,-,-,Cancellation,Other Reason,Misrepresentation
774,53,Wife,Service,"  270,000 ","  52,250 ",Yearly,"  396,000 ",Married,Non Medical,12,10,CACHAR,Assam,788002,Traditional,Bancassurance,1,24-12-2021,-,-,Cancellation,Other Reason,Misrepresentation
775,48,Wife,Service,"  300,000 ","  52,250 ",Yearly,"  600,000 ",Married,Non Medical,12,10,RAIGARH,Chhattisgarh,496661,Traditional,Bancassurance,1,04-01-2022,-,-,Cancellation,Other Reason,Misrepresentation
776,36,Wife,Service,"  1,134,000 ","  188,100 ",Yearly,"  800,000 ",Married,Non Medical,12,10,panchkula,Haryana,134116,Traditional,Bancassurance,1,22-01-2022,-,-,Cancellation,Other Reason,Misrepresentation
777,45,Wife,Service,"  385,000 ","  51,125 ",Yearly,"  900,000 ",Married,Non Medical,15,10,JAMTARA,Jharkhand,815351,Traditional,Bancassurance,1,18-02-2022,-,-,Cancellation,Other Reason,Misrepresentation
778,45,Spouse,Self-Employed,"  770,000 ","  104,500 ",Yearly,"  650,000 ",Married,Non Medical,15,10,SANGRUR,Punjab,148019,Traditional,Bancassurance,1,28-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
779,56,Husband,Service,"  240,000 ","  52,250 ",Yearly,"  648,000 ",Married,Medical,12,10,KARBI ANGLONG,Assam,782462,Traditional,Bancassurance,1,05-08-2022,-,-,Cancellation,Other Reason,Misrepresentation
780,43,Son,Business,"  770,000 ","  104,500 ",Yearly,"  624,000 ",Married,Non Medical,15,10,BIRBHUM,West Bengal,731237,Traditional,Bancassurance,1,04-11-2022,-,-,Cancellation,Other Reason,Misrepresentation
781,59,Wife,Retired,"  315,000 ","  52,250 ",Yearly,"  700,000 ",Married,Medical,15,10,Gorakhpur,Uttar Pradesh,273165,Traditional,Bancassurance,1,21-12-2022,-,-,Cancellation,Other Reason,Misrepresentation
782,60,Wife,Self-Employed,"  441,000 ","  101,612 ",Yearly,"  600,000 ",Married,Medical,15,10,KRISHNA,Andhra Pradesh,521344,Traditional,Bancassurance,1,31-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
783,53,Wife,Service,"  1,995,000 ","  301,995 ",Yearly,"  1,200,000 ",Married,Medical,15,10,Dhanbad,Jharkhand,828309,Traditional,Bancassurance,1,14-01-2023,-,-,Cancellation,Other Reason,Misrepresentation
784,60,Wife,Retired,"  960,000 ","  209,000 ",Yearly,"  720,000 ",Married,Medical,12,10,DHANBAD,Jharkhand,828111,Traditional,Bancassurance,1,18-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
785,57,Wife,Business,"  315,000 ","  52,250 ",Yearly,"  600,000 ",Married,Medical,15,10,KARBI ANGLONG,Assam,782482,Traditional,Retail Agency,,22-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
786,55,Wife,Service,"  270,000 ","  52,250 ",Yearly,"  720,000 ",Married,Medical,12,10,Bokaro,Jharkhand,829149,Traditional,Bancassurance,1,24-02-2023,-,-,Cancellation,Other Reason,Misrepresentation
787,60,Wife,Retired,"  315,000 ","  52,250 ",Yearly,"  550,000 ",Married,Non Medical,15,10,GIRIDIH,Jharkhand,815301,Traditional,Bancassurance,1,21-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
788,60,Spouse,Retired,"  480,000 ","  104,500 ",Yearly,"  780,000 ",Married,Medical,12,10,DHANBAD,Jharkhand,828201,Traditional,Bancassurance,1,26-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
789,55,Son,Service,"  270,000 ","  52,250 ",Yearly,"  372,000 ",Married,Non Medical,12,10,HOSHANGABAD,Madhya Pradesh,461228,Traditional,Bancassurance,1,30-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
790,55,Wife,Service,"  350,000 ","  52,250 ",Yearly,"  960,000 ",Married,Non Medical,15,10,SAHIBGANJ,Jharkhand,816116,Traditional,Bancassurance,1,31-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
791,49,Wife,Business,"  385,000 ","  52,250 ",Yearly,"  480,000 ",Married,Non Medical,15,10,BALASORE,Odisha,756044,Traditional,Bancassurance,1,04-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
792,50,Wife,Service,"  385,000 ","  52,250 ",Yearly,"  720,000 ",Married,Non Medical,15,10,NALBARI,Assam,781303,Traditional,Bancassurance,1,12-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
793,55,Spouse,Service,"  700,000 ","  104,500 ",Yearly,"  600,000 ",Married,Non Medical,15,10,DEORIA,Uttar Pradesh,274702,Traditional,Bancassurance,1,20-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
794,46,Wife,Agriculturist,"  385,000 ","  52,250 ",Yearly,"  420,000 ",Married,Non Medical,15,10,ADILABAD,Telangana,504231,Traditional,Bancassurance,8,24-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
795,60,Wife,Retired,"  1,200,000 ","  261,250 ",Yearly,"  2,000,000 ",Married,Medical,12,10,HAZARIBAG,Jharkhand,825314,Traditional,Bancassurance,1,30-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
796,57,Wife,Self-Employed,"  630,000 ","  104,500 ",Yearly,"  480,000 ",Married,Medical,15,10,HATHRAS,Uttar Pradesh,204101,Traditional,Bancassurance,1,31-05-2023,-,-,Cancellation,Other Reason,Misrepresentation
797,60,Wife,Business,"  315,000 ","  52,250 ",Yearly,"  450,000 ",Married,Medical,15,10,PALI,Rajasthan,306701,Traditional,Bancassurance,6,08-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
798,51,Wife,Service,"  280,800 ","  54,340 ",Yearly,"  650,000 ",Married,Non Medical,12,10,HAZARIBAG,Jharkhand,829134,Traditional,Bancassurance,1,13-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
799,59,Son,Service,"  960,000 ","  209,000 ",Yearly,"  2,400,000 ",Married,Medical,12,10,SOUTH 24 PARGANAS,West Bengal,700144,Traditional,Bancassurance,1,06-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
800,56,Spouse,Service,"  315,000 ","  52,250 ",Yearly,"  756,000 ",Married,Medical,15,10,GOPALGANJ,Bihar,841428,Traditional,Bancassurance,1,24-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
801,60,Wife,Retired,"  720,000 ","  156,750 ",Yearly,"  1,000,000 ",Married,Medical,12,10,BOKARO STEEL CITY,Jharkhand,827012,Traditional,Bancassurance,1,10-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
802,57,Son,Service,"  480,000 ","  104,500 ",Yearly,"  720,000 ",widowed,Medical,12,10,BAREILLY,Uttar Pradesh,243004,Traditional,Bancassurance,1,17-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
803,60,Grand Son,Retired,"  315,000 ","  52,250 ",Yearly,"  420,000 ",widowed,Medical,15,10,Darjiling,West Bengal,734007,Traditional,Institutional Alliance,,08-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
804,48,Wife,Self-Employed,"  385,000 ","  52,250 ",Yearly,"  480,000 ",Married,Non Medical,15,10,Bhatinda,Punjab,151103,Traditional,Bancassurance,1,08-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
805,53,Wife,Service,"  350,000 ","  52,250 ",Yearly,"  600,000 ",Married,Non Medical,15,10,-,-,-,Traditional,Bancassurance,1,22-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
806,51,Wife,Service,"  270,000 ","  52,250 ",Yearly,"  912,000 ",Married,Non Medical,12,10,Bokaro,Jharkhand,827302,Traditional,Bancassurance,1,23-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
807,59,Son,Retired,"  630,000 ","  104,500 ",Yearly,"  700,000 ",Married,Medical,15,10,Darjiling,West Bengal,734301,Traditional,Bancassurance,1,15-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
808,60,Wife,Retired,"  315,000 ","  52,250 ",Yearly,"  420,000 ",Married,Medical,15,10,Kaimur (Bhabua),Bihar,821110,Traditional,Bancassurance,1,20-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
809,51,Son,Service,"  270,000 ","  52,250 ",Yearly,"  800,000 ",Married,Non Medical,12,10,JAGDALPAR,Chattisgarh,494001,Traditional,Bancassurance,1,15-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
810,49,Son,Service,"  385,000 ","  52,250 ",Yearly,"  960,000 ",Married,Non Medical,15,10,Cuddapah,Andhra Pradesh,516434,Traditional,Bancassurance,1,19-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
811,47,Wife,Service,"  300,000 ","  53,295 ",Monthly,"  480,000 ",Married,Non Medical,12,10,Bilaspur,Chhattisgarh,495006,Traditional,Bancassurance,1,19-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
812,53,Son,Service,"  350,000 ","  52,250 ",Yearly,"  1,200,000 ",Married,Non Medical,15,10,Bilaspur,Chhattisgarh,495001,Traditional,Bancassurance,1,23-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
813,49,Wife,Service,"  385,000 ","  52,250 ",Yearly,"  900,000 ",Married,Non Medical,15,10,Cuddapah,Andhra Pradesh,516004,Traditional,Bancassurance,1,03-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
814,60,Wife,Retired,"  630,000 ","  104,500 ",Yearly,"  504,000 ",Married,Medical,15,10,West Champaran,Bihar,845106,Traditional,Bancassurance,1,11-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
815,53,Son,Service,"  350,000 ","  52,250 ",Yearly,"  650,000 ",Married,Non Medical,15,10,Kurnool,Andhra Pradesh,518422,Traditional,Bancassurance,1,06-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
816,58,Son,Service,"  441,000 ","  73,150 ",Yearly,"  500,000 ",widowed,Medical,15,10,Rohtak,Haryana,124001,Traditional,Bancassurance,1,13-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
817,58,Wife,Service,"  315,000 ","  52,250 ",Yearly,"  960,000 ",Married,Medical,15,10,LUDHIANA,PUNJAB,141001,Traditional,Bancassurance,1,12-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
818,54,Wife,Service,"  350,000 ","  52,250 ",Yearly,"  600,000 ",Married,Non Medical,15,10,Ludhiana,Punjab,141001,Traditional,Bancassurance,1,11-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
819,53,Spouse,Service,"  399,000 ","  60,399 ",Yearly,"  960,000 ",Married,Medical,15,10,Giridih,Jharkhand,829113,Traditional,Bancassurance,1,26-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
820,56,Wife,Service,"  315,000 ","  52,250 ",Yearly,"  500,000 ",Married,Medical,15,10,Madhubani,Bihar,847228,Traditional,Bancassurance,1,26-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
821,54,Wife,Service,"  350,000 ","  52,250 ",Yearly,"  600,000 ",Married,Non Medical,15,10,Hisar,Haryana,125001,Traditional,Bancassurance,1,30-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
822,60,Spouse,Retired,"  907,200 ","  150,480 ",Yearly,"  700,000 ",Married,Medical,15,10,Nalbari,Assam,781341,Traditional,Bancassurance,1,12-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
823,56,Spouse,Service,"  315,000 ","  52,250 ",Yearly,"  500,000 ",Married,Medical,15,10,Moradabad,Uttar Pradesh,244001,Traditional,Bancassurance,1,19-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
824,47,Spouse,Agriculturist,"  385,000 ","  52,250 ",Yearly,"  350,000 ",Married,Non Medical,15,10,Ajmer,Rajasthan,305623,Traditional,Bancassurance,1,08-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
825,42,Spouse,Housewife,"  385,000 ","  52,250 ",Yearly,"  200,000 ",Married,Non Medical,15,10,Kannauj,Uttar Pradesh,209728,Traditional,Bancassurance,1,-,-,-,Cancellation,Other Reason,Misrepresentation
826,59,Spouse,Service,"  630,000 ","  104,500 ",Yearly,"  600,000 ",Married,Medical,15,10,Mumbai,Maharashtra,400093,Traditional,Bancassurance,1,26-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
827,42,Spouse,Service,"  385,000 ","  52,250 ",Yearly,"  700,000 ",Married,Non Medical,15,10,KANNAUJ,Uttar Pradesh,209728,Traditional,Bancassurance,1,-,-,-,Cancellation,Other Reason,Misrepresentation
828,52,Wife,Service,"  1,550,000 ","  25,021 ",Yearly,"  801,600 ",Married,Medical,5,10,JHARSUGUDA,Odisha,768233,Traditional,Bancassurance,1,23-11-2022,-,-,Cancellation,Other Reason,Misrepresentation
829,41,Wife,Service,"  1,000,000 ","  10,785 ",Yearly,"  360,000 ",Married,Non Medical,10,10,Indore,Madhya Pradesh,452001,Traditional,Bancassurance,1,06-03-2023,-,-,Cancellation,Other Reason,Misrepresentation
830,50,Wife,Service,"  500,000 ","  5,888 ",Yearly,"  600,000 ",Married,Medical,5,10,GUWAHATI,Assam,781003,Traditional,Bancassurance,1,21-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
831,56,Son,Service,"  950,000 ","  18,127 ",Yearly,"  600,000 ",Married,Medical,5,10,BARDHAMAN,West Bengal,713202,Traditional,Bancassurance,1,19-04-2023,-,-,Cancellation,Other Reason,Misrepresentation
832,57,Son,Service,"  500,000 ","  39,147 ",Single,"  540,000 ",Married,Medical,5,10,LUCKNOW,Uttar Pradesh,226004,Traditional,Retail Agency,,12-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
833,53,Son,Service,"  1,067,000 ","  103,595 ",Yearly,"  600,000 ",Married,Medical,26,10,Hazaribag,Jharkhand,829125,Traditional,Bancassurance,1,13-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
834,59,Husband,Agriculturist,"  1,100,000 ","  104,500 ",Yearly,"  650,000 ",Married,Medical,26,10,KRISHNA,Andhra Pradesh,521151,Traditional,Retail Agency,,13-05-2022,-,-,Cancellation,Other Reason,Misrepresentation
835,59,Son,Business,"  1,045,000 ","  102,758 ",Yearly,"  1,200,000 ",Married,Medical,26,10,Patna,Bihar,800009,Traditional,Bancassurance,1,06-07-2022,-,-,Cancellation,Other Reason,Misrepresentation
836,40,Son,Service,"  1,100,000 ","  104,500 ",Yearly,"  700,000 ",Married,Non Medical,31,10,RAIPUR,Chhattisgarh,492001,Traditional,Bancassurance,1,02-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
837,56,Spouse,Service,"  550,000 ","  53,295 ",Monthly,"  700,000 ",Married,Medical,23,10,KOKRAJHAR,Assam,783372,Traditional,Retail Agency,,27-06-2022,-,-,Cancellation,Other Reason,Misrepresentation
838,53,Wife,Service,"  550,000 ","  52,250 ",Yearly,"  500,000 ",Married,Medical,26,10,THANE,Maharashtra,421306,Traditional,Bancassurance,1,15-07-2022,-,-,Cancellation,Other Reason,Misrepresentation
839,55,Wife,Business,"  550,000 ","  52,250 ",Yearly,"  642,000 ",Married,Medical,26,10,LUDHIANA,Punjab,141002,Traditional,Bancassurance,1,23-07-2022,-,-,Cancellation,Other Reason,Misrepresentation
